"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","area_ha","year"
"31","3149150","SUDESTE","MG","MINAS GERAIS","PEDRAS DE MARIA DA CRUZ","CERRADO","0","0","152549.29999999999","51473.70459193","2017"
"52","5216403","CENTRO-OESTE","GO","GOIÁS","PARAÚNA","CERRADO","0","0","377938.50000000000","122284.50449328","2017"
"31","3149309","SUDESTE","MG","MINAS GERAIS","PEDRO LEOPOLDO","CERRADO","0","0","29294.70000000000","11238.53398465","2017"
"51","5106372","CENTRO-OESTE","MT","MATO GROSSO","PEDRA PRETA","CERRADO","0","0","404947.00000000000","144342.24910055","2017"
"31","3149606","SUDESTE","MG","MINAS GERAIS","PEQUI","CERRADO","0","0","20399.10000000000","7794.08495241","2017"
"50","5006408","CENTRO-OESTE","MS","MATO GROSSO DO SUL","PEDRO GOMES","CERRADO","0","0","365117.50000000000","202253.61770485","2017"
"31","3149705","SUDESTE","MG","MINAS GERAIS","PERDIGÃO","CERRADO","0","0","24932.20000000000","14958.14757706","2017"
"52","5216452","CENTRO-OESTE","GO","GOIÁS","PEROLÂNDIA","CERRADO","0","0","102962.39999999999","13591.45211612","2017"
"50","5006275","CENTRO-OESTE","MS","MATO GROSSO DO SUL","PARAÍSO DAS ÁGUAS","CERRADO","0","0","503246.90000000002","312775.25734735","2017"
"29","2924405","NORDESTE","BA","BAHIA","PILÃO ARCADO","CERRADO","0","0","1162663.39999999991","7223.47748309","2017"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","34171.20799365","2017"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","44761.94225759","2017"
"31","3149804","SUDESTE","MG","MINAS GERAIS","PERDIZES","CERRADO","0","0","245111.20000000001","56864.48730221","2017"
"29","2924504","NORDESTE","BA","BAHIA","PINDAÍ","CERRADO","0","0","62847.10000000000","698.74511167","2017"
"35","3538105","SUDESTE","SP","SÃO PAULO","PINDORAMA","CERRADO","0","0","18482.50000000000","202.15206948","2017"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","13566.97470164","2017"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","49108.70103325","2017"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","1026.41389421","2017"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","2230.89735980","2017"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","1208.16329228","2017"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","1196.40375418","2017"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","18395.68264350","2017"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","21398.29718272","2017"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","1071.93832256","2017"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","9996.03156500","2017"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","258.06494121","2017"
"52","5217302","CENTRO-OESTE","GO","GOIÁS","PIRENÓPOLIS","CERRADO","0","0","220501.00000000000","82049.91578774","2017"
"31","3151404","SUDESTE","MG","MINAS GERAIS","PITANGUI","CERRADO","0","0","56963.60000000000","19680.39017232","2017"
"52","5217609","CENTRO-OESTE","GO","GOIÁS","PLANALTINA","CERRADO","0","0","254367.70000000001","50721.28960938","2017"
"52","5214838","CENTRO-OESTE","GO","GOIÁS","NOVA CRIXÁS","CERRADO","0","0","730222.59999999998","475323.89446117","2017"
"52","5217401","CENTRO-OESTE","GO","GOIÁS","PIRES DO RIO","CERRADO","0","0","107336.00000000000","53542.53838186","2017"
"31","3151602","SUDESTE","MG","MINAS GERAIS","PLANURA","CERRADO","0","0","31752.00000000000","969.52475863","2017"
"35","3539707","SUDESTE","SP","SÃO PAULO","PLATINA","CERRADO","0","0","32748.00000000000","4164.58333864","2017"
"51","5106455","CENTRO-OESTE","MT","MATO GROSSO","PLANALTO DA SERRA","CERRADO","0","0","244245.20000000001","69744.85233708","2017"
"51","5106505","CENTRO-OESTE","MT","MATO GROSSO","POCONÉ","CERRADO","0","0","1716400.19999999995","105597.42413837","2017"
"52","5217203","CENTRO-OESTE","GO","GOIÁS","PIRANHAS","CERRADO","0","0","204776.50000000000","124257.60722609","2017"
"31","3151503","SUDESTE","MG","MINAS GERAIS","PIUMHI","CERRADO","0","0","90246.80000000000","34820.13954862","2017"
"51","5106653","CENTRO-OESTE","MT","MATO GROSSO","PONTAL DO ARAGUAIA","CERRADO","0","0","273661.90000000002","130319.41127974","2017"
"51","5106703","CENTRO-OESTE","MT","MATO GROSSO","PONTE BRANCA","CERRADO","0","0","68632.30000000000","31305.73918774","2017"
"51","5106752","CENTRO-OESTE","MT","MATO GROSSO","PONTES E LACERDA","CERRADO","0","0","856745.50000000000","1650.99198832","2017"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","76.91343979","2017"
"35","3540309","SUDESTE","SP","SÃO PAULO","PONTES GESTAL","CERRADO","0","0","21750.50000000000","4377.94168975","2017"
"31","3152131","SUDESTE","MG","MINAS GERAIS","PONTO CHIQUE","CERRADO","0","0","60279.90000000000","27963.98826828","2017"
"52","5218052","CENTRO-OESTE","GO","GOIÁS","PORTEIRÃO","CERRADO","0","0","60394.10000000000","5219.10283015","2017"
"52","5218102","CENTRO-OESTE","GO","GOIÁS","PORTELÂNDIA","CERRADO","0","0","55657.60000000000","11652.21868593","2017"
"22","2208502","NORDESTE","PI","PIAUÍ","PORTO","CERRADO","0","0","25271.50000000000","752.14241693","2017"
"31","3152204","SUDESTE","MG","MINAS GERAIS","PORTEIRINHA","CERRADO","0","0","174968.29999999999","52909.51001320","2017"
"31","3152006","SUDESTE","MG","MINAS GERAIS","POMPÉU","CERRADO","0","0","255107.60000000001","96818.35640974","2017"
"51","5106851","CENTRO-OESTE","MT","MATO GROSSO","PORTO ESTRELA","CERRADO","0","0","205732.70000000001","57116.34175431","2017"
"35","3540705","SUDESTE","SP","SÃO PAULO","PORTO FERREIRA","CERRADO","0","0","24490.60000000000","169.34962365","2017"
"50","5006606","CENTRO-OESTE","MS","MATO GROSSO DO SUL","PONTA PORÃ","CERRADO","0","0","533044.80000000005","98995.64627461","2017"
"52","5218003","CENTRO-OESTE","GO","GOIÁS","PORANGATU","CERRADO","0","0","482052.40000000002","262659.69400671","2017"
"52","5217708","CENTRO-OESTE","GO","GOIÁS","PONTALINA","CERRADO","0","0","143695.39999999999","61443.38038087","2017"
"35","3540903","SUDESTE","SP","SÃO PAULO","PRADÓPOLIS","CERRADO","0","0","16737.80000000000","113.58956700","2017"
"52","5217104","CENTRO-OESTE","GO","GOIÁS","PIRACANJUBA","CERRADO","0","0","238073.20000000001","108517.10880910","2017"
"31","3152907","SUDESTE","MG","MINAS GERAIS","PRATÁPOLIS","CERRADO","0","0","21551.60000000000","1483.34308552","2017"
"35","3541109","SUDESTE","SP","SÃO PAULO","PRESIDENTE ALVES","CERRADO","0","0","28664.20000000000","1319.57477577","2017"
"52","5218300","CENTRO-OESTE","GO","GOIÁS","POSSE","CERRADO","0","0","205803.10000000001","79447.51905754","2017"
"35","3541059","SUDESTE","SP","SÃO PAULO","PRATÂNIA","CERRADO","0","0","17510.00000000000","2316.99361989","2017"
"51","5107008","CENTRO-OESTE","MT","MATO GROSSO","POXORÉU","CERRADO","0","0","687415.80000000005","199925.49695083","2017"
"31","3153004","SUDESTE","MG","MINAS GERAIS","PRATINHA","CERRADO","0","0","62247.80000000000","28388.41644656","2017"
"31","3153202","SUDESTE","MG","MINAS GERAIS","PRESIDENTE JUSCELINO","CERRADO","0","0","69588.20000000000","32299.98964040","2017"
"52","5218391","CENTRO-OESTE","GO","GOIÁS","PROFESSOR JAMIL","CERRADO","0","0","34941.90000000000","21051.88503994","2017"
"31","3153608","SUDESTE","MG","MINAS GERAIS","PRUDENTE DE MORAIS","CERRADO","0","0","12418.90000000000","6389.37378389","2017"
"51","5107040","CENTRO-OESTE","MT","MATO GROSSO","PRIMAVERA DO LESTE","CERRADO","0","0","548206.50000000000","84376.94090479","2017"
"35","3541703","SUDESTE","SP","SÃO PAULO","QUATÁ","CERRADO","0","0","65134.10000000000","469.20541273","2017"
"31","3153707","SUDESTE","MG","MINAS GERAIS","QUARTEL GERAL","CERRADO","0","0","55643.60000000000","25678.23981084","2017"
"31","3148103","SUDESTE","MG","MINAS GERAIS","PATROCÍNIO","CERRADO","0","0","287434.40000000002","75458.22448241","2017"
"31","3153400","SUDESTE","MG","MINAS GERAIS","PRESIDENTE OLEGÁRIO","CERRADO","0","0","350374.20000000001","110513.62211722","2017"
"50","5006903","CENTRO-OESTE","MS","MATO GROSSO DO SUL","PORTO MURTINHO","CERRADO","0","0","1798554.00000000000","351377.75494085","2017"
"35","3542206","SUDESTE","SP","SÃO PAULO","RANCHARIA","CERRADO","0","0","158749.79999999999","16022.14562667","2017"
"52","5218508","CENTRO-OESTE","GO","GOIÁS","QUIRINÓPOLIS","CERRADO","0","0","378908.40000000002","78651.91442219","2017"
"35","3542503","SUDESTE","SP","SÃO PAULO","REGINÓPOLIS","CERRADO","0","0","41040.60000000000","3078.43640401","2017"
"35","3542404","SUDESTE","SP","SÃO PAULO","REGENTE FEIJÓ","CERRADO","0","0","26328.00000000000","8460.09375477","2017"
"51","5107156","CENTRO-OESTE","MT","MATO GROSSO","RESERVA DO CABAÇAL","CERRADO","0","0","134207.60000000001","9497.77838188","2017"
"35","3542701","SUDESTE","SP","SÃO PAULO","RESTINGA","CERRADO","0","0","24574.60000000000","947.07763118","2017"
"29","2926400","NORDESTE","BA","BAHIA","RIACHO DE SANTANA","CERRADO","0","0","318391.09999999998","3468.74815678","2017"
"31","3154457","SUDESTE","MG","MINAS GERAIS","RIACHINHO","CERRADO","0","0","171926.60000000001","56494.08218467","2017"
"31","3154507","SUDESTE","MG","MINAS GERAIS","RIACHO DOS MACHADOS","CERRADO","0","0","131554.00000000000","24456.85326551","2017"
"52","5218607","CENTRO-OESTE","GO","GOIÁS","RIALMA","CERRADO","0","0","26846.60000000000","13408.24277276","2017"
"52","5218706","CENTRO-OESTE","GO","GOIÁS","RIANÁPOLIS","CERRADO","0","0","15925.50000000000","9723.81221083","2017"
"35","3542909","SUDESTE","SP","SÃO PAULO","RIBEIRÃO BONITO","CERRADO","0","0","47155.30000000000","3951.53408723","2017"
"35","3543105","SUDESTE","SP","SÃO PAULO","RIBEIRÃO CORRENTE","CERRADO","0","0","14833.20000000000","589.88077625","2017"
"31","3154606","SUDESTE","MG","MINAS GERAIS","RIBEIRÃO DAS NEVES","CERRADO","0","0","15545.40000000000","3916.76853589","2017"
"35","3543204","SUDESTE","SP","SÃO PAULO","RIBEIRÃO DO SUL","CERRADO","0","0","20320.80000000000","838.61244589","2017"
"51","5107180","CENTRO-OESTE","MT","MATO GROSSO","RIBEIRÃO CASCALHEIRA","CERRADO","0","0","1135480.60000000009","140029.36330757","2017"
"35","3543402","SUDESTE","SP","SÃO PAULO","RIBEIRÃO PRETO","CERRADO","0","0","65091.60000000000","957.02330840","2017"
"51","5107198","CENTRO-OESTE","MT","MATO GROSSO","RIBEIRÃOZINHO","CERRADO","0","0","62580.60000000000","26668.56779965","2017"
"35","3543600","SUDESTE","SP","SÃO PAULO","RIFAINA","CERRADO","0","0","16250.80000000000","2824.64468478","2017"
"35","3543709","SUDESTE","SP","SÃO PAULO","RINCÃO","CERRADO","0","0","31663.90000000000","996.70002324","2017"
"50","5007208","CENTRO-OESTE","MS","MATO GROSSO DO SUL","RIO BRILHANTE","CERRADO","0","0","398739.70000000001","34023.62584068","2017"
"35","3543907","SUDESTE","SP","SÃO PAULO","RIO CLARO","CERRADO","0","0","49842.20000000000","2927.18166337","2017"
"35","3544004","SUDESTE","SP","SÃO PAULO","RIO DAS PEDRAS","CERRADO","0","0","22665.70000000000","4.37564135","2017"
"31","3155603","SUDESTE","MG","MINAS GERAIS","RIO PARDO DE MINAS","CERRADO","0","0","311767.50000000000","21019.35790450","2017"
"50","5007307","CENTRO-OESTE","MS","MATO GROSSO DO SUL","RIO NEGRO","CERRADO","0","0","180766.79999999999","80344.99795676","2017"
"52","5218789","CENTRO-OESTE","GO","GOIÁS","RIO QUENTE","CERRADO","0","0","24348.80000000000","11855.02670201","2017"
"31","3156007","SUDESTE","MG","MINAS GERAIS","RIO VERMELHO","CERRADO","0","0","98656.10000000001","2.21103956","2017"
"35","3543501","SUDESTE","SP","SÃO PAULO","RIVERSUL","CERRADO","0","0","38587.80000000000","4616.03746720","2017"
"31","3155504","SUDESTE","MG","MINAS GERAIS","RIO PARANAÍBA","CERRADO","0","0","135235.29999999999","52475.88083378","2017"
"50","5007505","CENTRO-OESTE","MS","MATO GROSSO DO SUL","ROCHEDO","CERRADO","0","0","156105.50000000000","90747.72219854","2017"
"31","3156403","SUDESTE","MG","MINAS GERAIS","ROMARIA","CERRADO","0","0","40755.70000000000","7366.35242181","2017"
"52","5218805","CENTRO-OESTE","GO","GOIÁS","RIO VERDE","CERRADO","0","0","838682.69999999995","158943.10544245","2017"
"50","5007406","CENTRO-OESTE","MS","MATO GROSSO DO SUL","RIO VERDE DE MATO GROSSO","CERRADO","0","0","815452.19999999995","246549.97151621","2017"
"31","3156502","SUDESTE","MG","MINAS GERAIS","RUBELITA","CERRADO","0","0","111029.50000000000","7931.31103043","2017"
"51","5107701","CENTRO-OESTE","MT","MATO GROSSO","ROSÁRIO OESTE","CERRADO","0","0","741962.90000000002","183498.56384855","2017"
"51","5107602","CENTRO-OESTE","MT","MATO GROSSO","RONDONÓPOLIS","CERRADO","0","0","468662.20000000001","206576.13810730","2017"
"31","3156700","SUDESTE","MG","MINAS GERAIS","SABARÁ","CERRADO","0","0","30241.90000000000","1998.99855897","2017"
"35","3544905","SUDESTE","SP","SÃO PAULO","SALES OLIVEIRA","CERRADO","0","0","30577.60000000000","358.32892172","2017"
"52","5218904","CENTRO-OESTE","GO","GOIÁS","RUBIATABA","CERRADO","0","0","74826.39999999999","48883.05216151","2017"
"31","3157005","SUDESTE","MG","MINAS GERAIS","SALINAS","CERRADO","0","0","186211.70000000001","2428.58816910","2017"
"35","3545159","SUDESTE","SP","SÃO PAULO","SALTINHO","CERRADO","0","0","9973.80000000000","340.28739166","2017"
"31","3156908","SUDESTE","MG","MINAS GERAIS","SACRAMENTO","CERRADO","0","0","307326.79999999999","61500.71736877","2017"
"51","5107750","CENTRO-OESTE","MT","MATO GROSSO","SALTO DO CÉU","CERRADO","0","0","175450.10000000001","753.74129941","2017"
"35","3545605","SUDESTE","SP","SÃO PAULO","SANTA ADÉLIA","CERRADO","0","0","33026.90000000000","148.14946500","2017"
"52","5219001","CENTRO-OESTE","GO","GOIÁS","SANCLERLÂNDIA","CERRADO","0","0","49682.50000000000","38060.18796958","2017"
"35","3545803","SUDESTE","SP","SÃO PAULO","SANTA BÁRBARA D'OESTE","CERRADO","0","0","27103.00000000000","31.56460585","2017"
"52","5219100","CENTRO-OESTE","GO","GOIÁS","SANTA BÁRBARA DE GOIÁS","CERRADO","0","0","13959.80000000000","8400.42357219","2017"
"35","3546207","SUDESTE","SP","SÃO PAULO","SANTA CRUZ DA CONCEIÇÃO","CERRADO","0","0","15013.00000000000","1862.06572397","2017"
"35","3546256","SUDESTE","SP","SÃO PAULO","SANTA CRUZ DA ESPERANÇA","CERRADO","0","0","14806.20000000000","447.65509085","2017"
"35","3546306","SUDESTE","SP","SÃO PAULO","SANTA CRUZ DAS PALMEIRAS","CERRADO","0","0","29533.70000000000","44.36241227","2017"
"31","3157377","SUDESTE","MG","MINAS GERAIS","SANTA CRUZ DE SALINAS","CERRADO","0","0","58960.70000000000","916.18267523","2017"
"52","5219209","CENTRO-OESTE","GO","GOIÁS","SANTA CRUZ DE GOIÁS","CERRADO","0","0","110896.30000000000","40454.53501200","2017"
"35","3546405","SUDESTE","SP","SÃO PAULO","SANTA CRUZ DO RIO PARDO","CERRADO","0","0","111474.70000000000","4390.81976821","2017"
"52","5219308","CENTRO-OESTE","GO","GOIÁS","SANTA HELENA DE GOIÁS","CERRADO","0","0","114138.89999999999","11985.27927770","2017"
"35","3546504","SUDESTE","SP","SÃO PAULO","SANTA ERNESTINA","CERRADO","0","0","13442.10000000000","122.44146481","2017"
"31","3157609","SUDESTE","MG","MINAS GERAIS","SANTA FÉ DE MINAS","CERRADO","0","0","291744.79999999999","87362.22138398","2017"
"52","5219258","CENTRO-OESTE","GO","GOIÁS","SANTA FÉ DE GOIÁS","CERRADO","0","0","116916.70000000000","77249.01492882","2017"
"31","3157708","SUDESTE","MG","MINAS GERAIS","SANTA JULIANA","CERRADO","0","0","72378.39999999999","9850.25120356","2017"
"35","3546900","SUDESTE","SP","SÃO PAULO","SANTA LÚCIA","CERRADO","0","0","15403.30000000000","305.05712901","2017"
"31","3157807","SUDESTE","MG","MINAS GERAIS","SANTA LUZIA","CERRADO","0","0","23507.60000000000","5931.97693252","2017"
"52","5219357","CENTRO-OESTE","GO","GOIÁS","SANTA ISABEL","CERRADO","0","0","80720.39999999999","45552.26786139","2017"
"35","3547007","SUDESTE","SP","SÃO PAULO","SANTA MARIA DA SERRA","CERRADO","0","0","25262.10000000000","3935.31631174","2017"
"21","2110203","NORDESTE","MA","MARANHÃO","SANTA RITA","CERRADO","0","0","70638.00000000000","182.08536223","2017"
"52","5219456","CENTRO-OESTE","GO","GOIÁS","SANTA RITA DO NOVO DESTINO","CERRADO","0","0","95604.10000000001","39886.10185317","2017"
"35","3547502","SUDESTE","SP","SÃO PAULO","SANTA RITA DO PASSA QUATRO","CERRADO","0","0","75414.10000000001","2179.82873941","2017"
"31","3159704","SUDESTE","MG","MINAS GERAIS","SANTA ROSA DA SERRA","CERRADO","0","0","28433.40000000000","11251.02880355","2017"
"51","5107768","CENTRO-OESTE","MT","MATO GROSSO","SANTA RITA DO TRIVELATO","CERRADO","0","0","473392.40000000002","34682.19111200","2017"
"52","5219506","CENTRO-OESTE","GO","GOIÁS","SANTA ROSA DE GOIÁS","CERRADO","0","0","16409.70000000000","10247.49340801","2017"
"35","3547601","SUDESTE","SP","SÃO PAULO","SANTA ROSA DE VITERBO","CERRADO","0","0","28857.60000000000","1987.90501890","2017"
"52","5219407","CENTRO-OESTE","GO","GOIÁS","SANTA RITA DO ARAGUAIA","CERRADO","0","0","135578.20000000001","69745.01555822","2017"
"52","5219605","CENTRO-OESTE","GO","GOIÁS","SANTA TEREZA DE GOIÁS","CERRADO","0","0","79455.60000000001","41404.75603436","2017"
"52","5219704","CENTRO-OESTE","GO","GOIÁS","SANTA TEREZINHA DE GOIÁS","CERRADO","0","0","120224.60000000001","80047.31256027","2017"
"31","3158508","SUDESTE","MG","MINAS GERAIS","SANTANA DE PIRAPAMA","CERRADO","0","0","125583.20000000000","36292.17368449","2017"
"31","3159001","SUDESTE","MG","MINAS GERAIS","SANTANA DO RIACHO","CERRADO","0","0","67720.70000000000","4678.81871313","2017"
"31","3159803","SUDESTE","MG","MINAS GERAIS","SANTA VITÓRIA","CERRADO","0","0","300135.70000000001","101891.27340519","2017"
"35","3547908","SUDESTE","SP","SÃO PAULO","SANTO ANTÔNIO DA ALEGRIA","CERRADO","0","0","31033.80000000000","5427.04466349","2017"
"52","5219712","CENTRO-OESTE","GO","GOIÁS","SANTO ANTÔNIO DA BARRA","CERRADO","0","0","45159.80000000000","12900.71051890","2017"
"52","5219738","CENTRO-OESTE","GO","GOIÁS","SANTO ANTÔNIO DE GOIÁS","CERRADO","0","0","13280.50000000000","7752.45622966","2017"
"35","3548005","SUDESTE","SP","SÃO PAULO","SANTO ANTÔNIO DE POSSE","CERRADO","0","0","15413.30000000000","483.23450832","2017"
"52","5213806","CENTRO-OESTE","GO","GOIÁS","MORRINHOS","CERRADO","0","0","284619.90000000002","135836.82328696","2017"
"52","5219753","CENTRO-OESTE","GO","GOIÁS","SANTO ANTÔNIO DO DESCOBERTO","CERRADO","0","0","94414.50000000000","23875.47872555","2017"
"51","5107792","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LESTE","CERRADO","0","0","340456.50000000000","65747.86118090","2017"
"51","5107800","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LEVERGER","CERRADO","0","0","1173575.19999999995","127659.40287770","2017"
"31","3160454","SUDESTE","MG","MINAS GERAIS","SANTO ANTÔNIO DO RETIRO","CERRADO","0","0","79629.00000000000","2013.40934066","2017"
"31","3160405","SUDESTE","MG","MINAS GERAIS","SANTO ANTÔNIO DO MONTE","CERRADO","0","0","112578.00000000000","31493.64786519","2017"
"31","3160603","SUDESTE","MG","MINAS GERAIS","SANTO HIPÓLITO","CERRADO","0","0","43065.60000000000","25487.86228131","2017"
"35","3548906","SUDESTE","SP","SÃO PAULO","SÃO CARLOS","CERRADO","0","0","113690.70000000000","11201.94327936","2017"
"52","5219902","CENTRO-OESTE","GO","GOIÁS","SÃO FRANCISCO DE GOIÁS","CERRADO","0","0","41579.10000000000","25678.43631529","2017"
"52","5219803","CENTRO-OESTE","GO","GOIÁS","SÃO DOMINGOS","CERRADO","0","0","329574.00000000000","103423.56053727","2017"
"51","5107859","CENTRO-OESTE","MT","MATO GROSSO","SÃO FÉLIX DO ARAGUAIA","CERRADO","0","0","1671347.50000000000","228.85596562","2017"
"31","3161304","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO DE SALES","CERRADO","0","0","112886.39999999999","34560.38748783","2017"
"31","3161106","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO","CERRADO","0","0","330810.00000000000","135483.38937836","2017"
"50","5007695","CENTRO-OESTE","MS","MATO GROSSO DO SUL","SÃO GABRIEL DO OESTE","CERRADO","0","0","386469.09999999998","137078.83038649","2017"
"31","3161908","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO RIO ABAIXO","CERRADO","0","0","36382.80000000000","1227.36714366","2017"
"31","3125507","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO RIO PRETO","CERRADO","0","0","31445.80000000000","1159.61266517","2017"
"31","3161809","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO PARÁ","CERRADO","0","0","26573.00000000000","16147.89263409","2017"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","138057.83199200","2017"
"31","3161700","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO ABAETÉ","CERRADO","0","0","269217.09999999998","78182.72544452","2017"
"31","3162104","SUDESTE","MG","MINAS GERAIS","SÃO GOTARDO","CERRADO","0","0","86608.70000000000","39832.28896731","2017"
"35","3549102","SUDESTE","SP","SÃO PAULO","SÃO JOÃO DA BOA VISTA","CERRADO","0","0","51639.90000000000","7355.47651508","2017"
"31","3162203","SUDESTE","MG","MINAS GERAIS","SÃO JOÃO BATISTA DO GLÓRIA","CERRADO","0","0","54790.80000000000","11409.79300512","2017"
"31","3162252","SUDESTE","MG","MINAS GERAIS","SÃO JOÃO DA LAGOA","CERRADO","0","0","99801.50000000000","25248.99485162","2017"
"52","5220058","CENTRO-OESTE","GO","GOIÁS","SÃO JOÃO DA PARAÚNA","CERRADO","0","0","28782.50000000000","14463.22987624","2017"
"52","5220009","CENTRO-OESTE","GO","GOIÁS","SÃO JOÃO D'ALIANÇA","CERRADO","0","0","332737.90000000002","71006.92802639","2017"
"35","3549250","SUDESTE","SP","SÃO PAULO","SÃO JOÃO DE IRACEMA","CERRADO","0","0","17839.60000000000","1968.03574531","2017"
"31","3162450","SUDESTE","MG","MINAS GERAIS","SÃO JOÃO DAS MISSÕES","CERRADO","0","0","67827.39999999999","16958.78397829","2017"
"22","2209971","NORDESTE","PI","PIAUÍ","SÃO JOÃO DO ARRAIAL","CERRADO","0","0","21335.50000000000","44.51396919","2017"
"31","3162658","SUDESTE","MG","MINAS GERAIS","SÃO JOÃO DO PACUÍ","CERRADO","0","0","41592.20000000000","12843.56011269","2017"
"31","3162401","SUDESTE","MG","MINAS GERAIS","SÃO JOÃO DA PONTE","CERRADO","0","0","185110.20000000001","70363.99122461","2017"
"35","3549409","SUDESTE","SP","SÃO PAULO","SÃO JOAQUIM DA BARRA","CERRADO","0","0","41086.30000000000","466.29883956","2017"
"35","3549508","SUDESTE","SP","SÃO PAULO","SÃO JOSÉ DA BELA VISTA","CERRADO","0","0","27695.20000000000","737.15994248","2017"
"41","4125407","SUL","PR","PARANÁ","SÃO JOSÉ DA BOA VISTA","CERRADO","0","0","39966.70000000000","4390.35114616","2017"
"31","3162948","SUDESTE","MG","MINAS GERAIS","SÃO JOSÉ DA BARRA","CERRADO","0","0","31425.30000000000","5332.79270005","2017"
"31","3162955","SUDESTE","MG","MINAS GERAIS","SÃO JOSÉ DA LAPA","CERRADO","0","0","4793.00000000000","1572.82420406","2017"
"31","3163102","SUDESTE","MG","MINAS GERAIS","SÃO JOSÉ DA VARGINHA","CERRADO","0","0","20550.10000000000","8542.48747356","2017"
"35","3549706","SUDESTE","SP","SÃO PAULO","SÃO JOSÉ DO RIO PARDO","CERRADO","0","0","41968.40000000000","2212.70223406","2017"
"35","3549805","SUDESTE","SP","SÃO PAULO","SÃO JOSÉ DO RIO PRETO","CERRADO","0","0","43194.40000000000","3418.09402007","2017"
"51","5107297","CENTRO-OESTE","MT","MATO GROSSO","SÃO JOSÉ DO POVO","CERRADO","0","0","44828.50000000000","29446.12412642","2017"
"51","5107305","CENTRO-OESTE","MT","MATO GROSSO","SÃO JOSÉ DO RIO CLARO","CERRADO","0","0","453301.00000000000","65124.22383371","2017"
"52","5220157","CENTRO-OESTE","GO","GOIÁS","SÃO LUIZ DO NORTE","CERRADO","0","0","58605.80000000000","30033.89603180","2017"
"35","3550100","SUDESTE","SP","SÃO PAULO","SÃO MANUEL","CERRADO","0","0","65073.40000000000","3470.92973886","2017"
"52","5220108","CENTRO-OESTE","GO","GOIÁS","SÃO LUÍS DE MONTES BELOS","CERRADO","0","0","82599.89999999999","62840.30799855","2017"
"52","5220264","CENTRO-OESTE","GO","GOIÁS","SÃO MIGUEL DO PASSA QUATRO","CERRADO","0","0","53778.50000000000","21903.14680528","2017"
"52","5220280","CENTRO-OESTE","GO","GOIÁS","SÃO PATRÍCIO","CERRADO","0","0","17195.70000000000","11730.19981021","2017"
"35","3550407","SUDESTE","SP","SÃO PAULO","SÃO PEDRO","CERRADO","0","0","61127.80000000000","10777.56654448","2017"
"51","5107404","CENTRO-OESTE","MT","MATO GROSSO","SÃO PEDRO DA CIPA","CERRADO","0","0","34405.00000000000","12904.91485950","2017"
"35","3550506","SUDESTE","SP","SÃO PAULO","SÃO PEDRO DO TURVO","CERRADO","0","0","73122.10000000001","15081.63000934","2017"
"31","3164209","SUDESTE","MG","MINAS GERAIS","SÃO ROMÃO","CERRADO","0","0","243400.39999999999","60223.58269429","2017"
"31","3164704","SUDESTE","MG","MINAS GERAIS","SÃO SEBASTIÃO DO PARAÍSO","CERRADO","0","0","81492.50000000000","12398.57315168","2017"
"31","3164605","SUDESTE","MG","MINAS GERAIS","SÃO SEBASTIÃO DO OESTE","CERRADO","0","0","40809.00000000000","9493.09073043","2017"
