"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","area_ha","year"
"31","3127073","SUDESTE","MG","MINAS GERAIS","FRUTA DE LEITE","CERRADO","0","0","76283.70000000000","6279.55655515","2017"
"31","3127206","SUDESTE","MG","MINAS GERAIS","FUNILÂNDIA","CERRADO","0","0","19979.70000000000","9822.56993617","2017"
"52","5208004","CENTRO-OESTE","GO","GOIÁS","FORMOSA","CERRADO","0","0","581178.80000000005","185559.59303525","2017"
"31","3127339","SUDESTE","MG","MINAS GERAIS","GAMELEIRAS","CERRADO","0","0","173320.29999999999","6742.66782456","2017"
"52","5208152","CENTRO-OESTE","GO","GOIÁS","GAMELEIRA DE GOIÁS","CERRADO","0","0","59199.50000000000","12893.54782939","2017"
"35","3516853","SUDESTE","SP","SÃO PAULO","GAVIÃO PEIXOTO","CERRADO","0","0","24376.60000000000","1722.77969300","2017"
"51","5103858","CENTRO-OESTE","MT","MATO GROSSO","GAÚCHA DO NORTE","CERRADO","0","0","1693429.80000000005","60548.55972949","2017"
"35","3516903","SUDESTE","SP","SÃO PAULO","GENERAL SALGADO","CERRADO","0","0","49437.60000000000","618.95822068","2017"
"31","3127354","SUDESTE","MG","MINAS GERAIS","GLAUCILÂNDIA","CERRADO","0","0","14586.10000000000","10372.71898525","2017"
"51","5103908","CENTRO-OESTE","MT","MATO GROSSO","GENERAL CARNEIRO","CERRADO","0","0","371045.59999999998","110906.45176908","2017"
"50","5003900","CENTRO-OESTE","MS","MATO GROSSO DO SUL","FIGUEIRÃO","CERRADO","0","0","488287.29999999999","321898.31072886","2017"
"52","5208400","CENTRO-OESTE","GO","GOIÁS","GOIANÁPOLIS","CERRADO","0","0","16901.30000000000","5959.11211838","2017"
"52","5208806","CENTRO-OESTE","GO","GOIÁS","GOIANIRA","CERRADO","0","0","21255.20000000000","10588.36580561","2017"
"52","5209150","CENTRO-OESTE","GO","GOIÁS","GOUVELÂNDIA","CERRADO","0","0","82474.80000000000","0.00000000","2017"
"52","5208707","CENTRO-OESTE","GO","GOIÁS","GOIÂNIA","CERRADO","0","0","72884.10000000001","18461.14687838","2017"
"52","5209101","CENTRO-OESTE","GO","GOIÁS","GOIATUBA","CERRADO","0","0","247034.70000000001","31197.31762395","2017"
"31","3127602","SUDESTE","MG","MINAS GERAIS","GOUVEIA","CERRADO","0","0","86660.10000000001","19205.39065599","2017"
"52","5208509","CENTRO-OESTE","GO","GOIÁS","GOIANDIRA","CERRADO","0","0","56468.60000000000","31398.21048347","2017"
"22","2204501","NORDESTE","PI","PIAUÍ","GUADALUPE","CERRADO","0","0","102359.20000000000","1534.34549675","2017"
"31","3127909","SUDESTE","MG","MINAS GERAIS","GRUPIARA","CERRADO","0","0","19314.10000000000","7590.03652215","2017"
"31","3127800","SUDESTE","MG","MINAS GERAIS","GRÃO MOGOL","CERRADO","0","0","388529.40000000002","31624.01701705","2017"
"35","3517406","SUDESTE","SP","SÃO PAULO","GUAÍRA","CERRADO","0","0","125846.50000000000","2218.53664036","2017"
"31","3128105","SUDESTE","MG","MINAS GERAIS","GUAPÉ","CERRADO","0","0","93434.50000000000","26012.91516079","2017"
"35","3517505","SUDESTE","SP","SÃO PAULO","GUAPIAÇU","CERRADO","0","0","32512.60000000000","693.02954427","2017"
"31","3127107","SUDESTE","MG","MINAS GERAIS","FRUTAL","CERRADO","0","0","242696.50000000000","51865.26618934","2017"
"52","5208608","CENTRO-OESTE","GO","GOIÁS","GOIANÉSIA","CERRADO","0","0","154727.39999999999","81473.87396051","2017"
"35","3517703","SUDESTE","SP","SÃO PAULO","GUARÁ","CERRADO","0","0","36218.30000000000","280.58111907","2017"
"35","3517901","SUDESTE","SP","SÃO PAULO","GUARACI","CERRADO","0","0","64150.10000000000","1008.38569840","2017"
"31","3128253","SUDESTE","MG","MINAS GERAIS","GUARACIAMA","CERRADO","0","0","39026.30000000000","13627.95051013","2017"
"52","5209291","CENTRO-OESTE","GO","GOIÁS","GUARAÍTA","CERRADO","0","0","20530.70000000000","13694.93931037","2017"
"31","3126703","SUDESTE","MG","MINAS GERAIS","FRANCISCO SÁ","CERRADO","0","0","274729.50000000000","136401.94976652","2017"
"52","5209200","CENTRO-OESTE","GO","GOIÁS","GUAPÓ","CERRADO","0","0","51725.50000000000","35576.28786155","2017"
"52","5209408","CENTRO-OESTE","GO","GOIÁS","GUARANI DE GOIÁS","CERRADO","0","0","122914.80000000000","42103.04235504","2017"
"35","3518503","SUDESTE","SP","SÃO PAULO","GUAREÍ","CERRADO","0","0","56788.40000000000","476.85045715","2017"
"35","3518859","SUDESTE","SP","SÃO PAULO","GUATAPARÁ","CERRADO","0","0","41356.70000000000","702.22786459","2017"
"52","5209457","CENTRO-OESTE","GO","GOIÁS","GUARINOS","CERRADO","0","0","59586.60000000000","28397.73111625","2017"
"35","3518602","SUDESTE","SP","SÃO PAULO","GUARIBA","CERRADO","0","0","27028.90000000000","76.97867582","2017"
"22","2204550","NORDESTE","PI","PIAUÍ","GUARIBAS","CERRADO","0","0","311822.70000000001","5.74300787","2017"
"52","5208905","CENTRO-OESTE","GO","GOIÁS","GOIÁS","CERRADO","0","0","310801.90000000002","158965.89030378","2017"
"31","3128600","SUDESTE","MG","MINAS GERAIS","GUARDA-MOR","CERRADO","0","0","206979.00000000000","48554.66014288","2017"
"31","3128907","SUDESTE","MG","MINAS GERAIS","GUIMARÂNIA","CERRADO","0","0","36683.30000000000","12519.08259515","2017"
"52","5209606","CENTRO-OESTE","GO","GOIÁS","HEITORAÍ","CERRADO","0","0","22963.80000000000","13096.35198247","2017"
"35","3519055","SUDESTE","SP","SÃO PAULO","HOLAMBRA","CERRADO","0","0","6557.70000000000","1065.78593277","2017"
"52","5209804","CENTRO-OESTE","GO","GOIÁS","HIDROLINA","CERRADO","0","0","58039.10000000000","28607.90132825","2017"
"51","5104203","CENTRO-OESTE","MT","MATO GROSSO","GUIRATINGA","CERRADO","0","0","504413.90000000002","140225.08216145","2017"
"50","5004106","CENTRO-OESTE","MS","MATO GROSSO DO SUL","GUIA LOPES DA LAGUNA","CERRADO","0","0","121060.60000000001","66608.48807603","2017"
"35","3519105","SUDESTE","SP","SÃO PAULO","IACANGA","CERRADO","0","0","54739.30000000000","3401.91232274","2017"
"35","3519253","SUDESTE","SP","SÃO PAULO","IARAS","CERRADO","0","0","40138.10000000000","1801.84960502","2017"
"35","3519303","SUDESTE","SP","SÃO PAULO","IBATÉ","CERRADO","0","0","29097.80000000000","2152.64546341","2017"
"31","3129608","SUDESTE","MG","MINAS GERAIS","IBIAÍ","CERRADO","0","0","87476.00000000000","37881.94800097","2017"
"52","5207907","CENTRO-OESTE","GO","GOIÁS","FLORES DE GOIÁS","CERRADO","0","0","370942.70000000001","200289.11423325","2017"
"52","5209705","CENTRO-OESTE","GO","GOIÁS","HIDROLÂNDIA","CERRADO","0","0","95372.89999999999","55215.74404241","2017"
"31","3129657","SUDESTE","MG","MINAS GERAIS","IBIRACATU","CERRADO","0","0","35341.30000000000","10295.57346686","2017"
"31","3129707","SUDESTE","MG","MINAS GERAIS","IBIRACI","CERRADO","0","0","56209.50000000000","8581.67089176","2017"
"35","3519501","SUDESTE","SP","SÃO PAULO","IBIRAREMA","CERRADO","0","0","22823.00000000000","42.63775772","2017"
"35","3519600","SUDESTE","SP","SÃO PAULO","IBITINGA","CERRADO","0","0","68939.10000000001","4231.57909865","2017"
"31","3129509","SUDESTE","MG","MINAS GERAIS","IBIÁ","CERRADO","0","0","270413.20000000001","67882.11427396","2017"
"29","2913200","NORDESTE","BA","BAHIA","IBOTIRAMA","CERRADO","0","0","174008.70000000001","13270.57936260","2017"
"35","3519808","SUDESTE","SP","SÃO PAULO","ICÉM","CERRADO","0","0","36235.50000000000","4635.66344936","2017"
"21","2105104","NORDESTE","MA","MARANHÃO","ICATU","CERRADO","0","0","144877.79999999999","1531.13804005","2017"
"52","5209903","CENTRO-OESTE","GO","GOIÁS","IACIARA","CERRADO","0","0","155037.60000000001","89102.36931636","2017"
"31","3130051","SUDESTE","MG","MINAS GERAIS","ICARAÍ DE MINAS","CERRADO","0","0","62566.40000000000","31738.93511321","2017"
"35","3519907","SUDESTE","SP","SÃO PAULO","IEPÊ","CERRADO","0","0","59497.40000000000","2623.93678292","2017"
"35","3520004","SUDESTE","SP","SÃO PAULO","IGARAÇU DO TIETÊ","CERRADO","0","0","9774.70000000000","7.36356168","2017"
"35","3520103","SUDESTE","SP","SÃO PAULO","IGARAPAVA","CERRADO","0","0","46824.60000000000","1265.56180301","2017"
"31","3129103","SUDESTE","MG","MINAS GERAIS","GURINHATÃ","CERRADO","0","0","184913.70000000001","83316.08029449","2017"
"31","3130200","SUDESTE","MG","MINAS GERAIS","IGARATINGA","CERRADO","0","0","21834.30000000000","12818.47855168","2017"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","785.41046805","2017"
"31","3130309","SUDESTE","MG","MINAS GERAIS","IGUATAMA","CERRADO","0","0","62820.00000000000","31188.57210115","2017"
"31","3130507","SUDESTE","MG","MINAS GERAIS","ILICÍNEA","CERRADO","0","0","37634.10000000000","10090.13720930","2017"
"52","5209937","CENTRO-OESTE","GO","GOIÁS","INACIOLÂNDIA","CERRADO","0","0","68819.70000000000","3889.79013321","2017"
"31","3130655","SUDESTE","MG","MINAS GERAIS","INDAIABIRA","CERRADO","0","0","100414.89999999999","9124.81119245","2017"
"35","3520608","SUDESTE","SP","SÃO PAULO","INDIANA","CERRADO","0","0","12936.70000000000","2091.48212746","2017"
"31","3130705","SUDESTE","MG","MINAS GERAIS","INDIANÓPOLIS","CERRADO","0","0","83003.00000000000","5353.60487109","2017"
"50","5002605","CENTRO-OESTE","MS","MATO GROSSO DO SUL","CAMAPUÃ","CERRADO","0","0","622961.50000000000","406046.69339868","2017"
"31","3131000","SUDESTE","MG","MINAS GERAIS","INHAÚMA","CERRADO","0","0","24499.60000000000","14255.74470246","2017"
"31","3131109","SUDESTE","MG","MINAS GERAIS","INIMUTABA","CERRADO","0","0","52706.00000000000","27548.44956636","2017"
"52","5210000","CENTRO-OESTE","GO","GOIÁS","INHUMAS","CERRADO","0","0","61527.80000000000","33571.44479343","2017"
"52","5209952","CENTRO-OESTE","GO","GOIÁS","INDIARA","CERRADO","0","0","95647.50000000000","43209.47463678","2017"
"35","3521101","SUDESTE","SP","SÃO PAULO","IPEÚNA","CERRADO","0","0","19001.00000000000","3843.66253381","2017"
"31","3131406","SUDESTE","MG","MINAS GERAIS","IPIAÇU","CERRADO","0","0","46602.00000000000","0.00000000","2017"
"35","3521150","SUDESTE","SP","SÃO PAULO","IPIGUÁ","CERRADO","0","0","13602.80000000000","4146.61507936","2017"
"52","5210158","CENTRO-OESTE","GO","GOIÁS","IPIRANGA DE GOIÁS","CERRADO","0","0","24128.90000000000","16103.46574731","2017"
"35","3521309","SUDESTE","SP","SÃO PAULO","IPUÃ","CERRADO","0","0","46646.10000000000","1126.93575619","2017"
"35","3521408","SUDESTE","SP","SÃO PAULO","IRACEMÁPOLIS","CERRADO","0","0","11511.80000000000","0.57870283","2017"
"52","5210109","CENTRO-OESTE","GO","GOIÁS","IPAMERI","CERRADO","0","0","436898.79999999999","145294.00641868","2017"
"31","3131604","SUDESTE","MG","MINAS GERAIS","IRAÍ DE MINAS","CERRADO","0","0","35626.40000000000","10895.34948489","2017"
"52","5210307","CENTRO-OESTE","GO","GOIÁS","ISRAELÂNDIA","CERRADO","0","0","57748.20000000000","30493.49550487","2017"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","11011.43751404","2017"
"31","3131703","SUDESTE","MG","MINAS GERAIS","ITABIRA","CERRADO","0","0","125370.39999999999","14100.58964408","2017"
"31","3132008","SUDESTE","MG","MINAS GERAIS","ITACAMBIRA","CERRADO","0","0","178844.50000000000","25910.60081297","2017"
"31","3132107","SUDESTE","MG","MINAS GERAIS","ITACARAMBI","CERRADO","0","0","122527.30000000000","29091.56080182","2017"
"52","5210208","CENTRO-OESTE","GO","GOIÁS","IPORÁ","CERRADO","0","0","102638.39999999999","64502.02652425","2017"
"52","5210562","CENTRO-OESTE","GO","GOIÁS","ITAGUARI","CERRADO","0","0","14663.80000000000","8816.67963068","2017"
"31","3132206","SUDESTE","MG","MINAS GERAIS","ITAGUARA","CERRADO","0","0","41046.80000000000","422.50385673","2017"
"35","3521804","SUDESTE","SP","SÃO PAULO","ITAÍ","CERRADO","0","0","109288.39999999999","8244.42014683","2017"
"52","5210604","CENTRO-OESTE","GO","GOIÁS","ITAGUARU","CERRADO","0","0","23967.70000000000","17030.09686998","2017"
"21","2105351","NORDESTE","MA","MARANHÃO","ITAIPAVA DO GRAJAÚ","CERRADO","0","0","123891.39999999999","11.93429375","2017"
"35","3521903","SUDESTE","SP","SÃO PAULO","ITAJOBI","CERRADO","0","0","50206.60000000000","862.34166828","2017"
"35","3522000","SUDESTE","SP","SÃO PAULO","ITAJU","CERRADO","0","0","23035.50000000000","1489.42974475","2017"
"31","3132503","SUDESTE","MG","MINAS GERAIS","ITAMARANDIBA","CERRADO","0","0","273557.29999999999","11088.67278558","2017"
"52","5210802","CENTRO-OESTE","GO","GOIÁS","ITAJÁ","CERRADO","0","0","209139.70000000001","128842.90776005","2017"
"31","3132800","SUDESTE","MG","MINAS GERAIS","ITAMBÉ DO MATO DENTRO","CERRADO","0","0","38034.00000000000","2423.47873929","2017"
"31","3132909","SUDESTE","MG","MINAS GERAIS","ITAMOGI","CERRADO","0","0","24368.70000000000","1835.52383606","2017"
"52","5210901","CENTRO-OESTE","GO","GOIÁS","ITAPACI","CERRADO","0","0","95612.50000000000","50105.60848896","2017"
"52","5210406","CENTRO-OESTE","GO","GOIÁS","ITABERAÍ","CERRADO","0","0","145728.00000000000","79943.58974365","2017"
"31","3133501","SUDESTE","MG","MINAS GERAIS","ITAPECERICA","CERRADO","0","0","104051.89999999999","14771.16974648","2017"
"35","3522307","SUDESTE","SP","SÃO PAULO","ITAPETININGA","CERRADO","0","0","178935.00000000000","10254.87019338","2017"
"35","3522406","SUDESTE","SP","SÃO PAULO","ITAPEVA","CERRADO","0","0","182625.79999999999","7265.55759226","2017"
"35","3522604","SUDESTE","SP","SÃO PAULO","ITAPIRA","CERRADO","0","0","51841.60000000000","6233.03201132","2017"
"31","3133402","SUDESTE","MG","MINAS GERAIS","ITAPAGIPE","CERRADO","0","0","180243.79999999999","50283.85897134","2017"
"50","5004502","CENTRO-OESTE","MS","MATO GROSSO DO SUL","ITAPORÃ","CERRADO","0","0","132181.10000000001","1934.75035994","2017"
"35","3522703","SUDESTE","SP","SÃO PAULO","ITÁPOLIS","CERRADO","0","0","99674.70000000000","6404.37413159","2017"
"35","3522802","SUDESTE","SP","SÃO PAULO","ITAPORANGA","CERRADO","0","0","50799.70000000000","9.84385702","2017"
"35","3523206","SUDESTE","SP","SÃO PAULO","ITARARÉ","CERRADO","0","0","100386.00000000000","13861.69638702","2017"
"35","3523503","SUDESTE","SP","SÃO PAULO","ITATINGA","CERRADO","0","0","97981.70000000000","5570.38126230","2017"
"31","3133758","SUDESTE","MG","MINAS GERAIS","ITAÚ DE MINAS","CERRADO","0","0","15342.10000000000","938.36389036","2017"
"31","3133808","SUDESTE","MG","MINAS GERAIS","ITAÚNA","CERRADO","0","0","49576.90000000000","10965.55750915","2017"
"22","2205102","NORDESTE","PI","PIAUÍ","ITAUEIRA","CERRADO","0","0","255418.10000000001","219.99246552","2017"
"52","5211404","CENTRO-OESTE","GO","GOIÁS","ITAUÇU","CERRADO","0","0","38384.20000000000","23568.20398872","2017"
"35","3523602","SUDESTE","SP","SÃO PAULO","ITIRAPINA","CERRADO","0","0","56460.30000000000","8122.37585135","2017"
"35","3523701","SUDESTE","SP","SÃO PAULO","ITIRAPUÃ","CERRADO","0","0","16111.80000000000","1861.97635605","2017"
"35","3523800","SUDESTE","SP","SÃO PAULO","ITOBI","CERRADO","0","0","13898.60000000000","3422.33016262","2017"
"51","5104609","CENTRO-OESTE","MT","MATO GROSSO","ITIQUIRA","CERRADO","0","0","865991.00000000000","225504.42629915","2017"
"35","3524105","SUDESTE","SP","SÃO PAULO","ITUVERAVA","CERRADO","0","0","70465.89999999999","1086.76701690","2017"
"52","5211503","CENTRO-OESTE","GO","GOIÁS","ITUMBIARA","CERRADO","0","0","246451.00000000000","23562.23857235","2017"
"31","3134400","SUDESTE","MG","MINAS GERAIS","ITURAMA","CERRADO","0","0","140466.29999999999","31258.29231130","2017"
"35","3524204","SUDESTE","SP","SÃO PAULO","JABORANDI","CERRADO","0","0","27343.80000000000","552.05811812","2017"
"35","3524303","SUDESTE","SP","SÃO PAULO","JABOTICABAL","CERRADO","0","0","70660.20000000000","666.83584004","2017"
"52","5211008","CENTRO-OESTE","GO","GOIÁS","ITAPIRAPUÃ","CERRADO","0","0","204371.50000000000","152794.83299954","2017"
"31","3134608","SUDESTE","MG","MINAS GERAIS","JABOTICATUBAS","CERRADO","0","0","111497.20000000000","24472.26607948","2017"
"52","5211602","CENTRO-OESTE","GO","GOIÁS","IVOLÂNDIA","CERRADO","0","0","125766.30000000000","74055.30195256","2017"
"29","2917334","NORDESTE","BA","BAHIA","IUIU","CERRADO","0","0","152236.60000000001","108644.52577626","2017"
"31","3134806","SUDESTE","MG","MINAS GERAIS","JACUÍ","CERRADO","0","0","40922.90000000000","2313.27873120","2017"
"51","5104807","CENTRO-OESTE","MT","MATO GROSSO","JACIARA","CERRADO","0","0","167512.89999999999","45279.95188701","2017"
"31","3134202","SUDESTE","MG","MINAS GERAIS","ITUIUTABA","CERRADO","0","0","259804.60000000001","80605.02027875","2017"
"52","5211206","CENTRO-OESTE","GO","GOIÁS","ITAPURANGA","CERRADO","0","0","127647.89999999999","77994.34775575","2017"
"41","4112009","SUL","PR","PARANÁ","JAGUARIAÍVA","CERRADO","0","0","145306.70000000001","2522.96426993","2017"
"35","3524709","SUDESTE","SP","SÃO PAULO","JAGUARIÚNA","CERRADO","0","0","14139.10000000000","1514.91313627","2017"
"31","3135050","SUDESTE","MG","MINAS GERAIS","JAÍBA","CERRADO","0","0","263546.70000000001","63122.30517787","2017"
"51","5104906","CENTRO-OESTE","MT","MATO GROSSO","JANGADA","CERRADO","0","0","101530.80000000000","30185.27647456","2017"
"31","3135308","SUDESTE","MG","MINAS GERAIS","JAPARAÍBA","CERRADO","0","0","17214.10000000000","5742.81855013","2017"
"31","3135209","SUDESTE","MG","MINAS GERAIS","JANUÁRIA","CERRADO","0","0","666159.09999999998","87838.81865490","2017"
"31","3135357","SUDESTE","MG","MINAS GERAIS","JAPONVAR","CERRADO","0","0","37523.20000000000","11722.37346009","2017"
"35","3525102","SUDESTE","SP","SÃO PAULO","JARDINÓPOLIS","CERRADO","0","0","50187.00000000000","637.68931761","2017"
"52","5211701","CENTRO-OESTE","GO","GOIÁS","JANDAIA","CERRADO","0","0","86410.60000000001","44250.45298335","2017"
"35","3525300","SUDESTE","SP","SÃO PAULO","JAÚ","CERRADO","0","0","68710.30000000000","1066.20764258","2017"
"51","5105002","CENTRO-OESTE","MT","MATO GROSSO","JAURU","CERRADO","0","0","135841.10000000001","2098.50416561","2017"
"52","5212006","CENTRO-OESTE","GO","GOIÁS","JAUPACI","CERRADO","0","0","52710.30000000000","30183.86411681","2017"
"31","3135456","SUDESTE","MG","MINAS GERAIS","JENIPAPO DE MINAS","CERRADO","0","0","28445.30000000000","3526.53721140","2017"
"50","5005004","CENTRO-OESTE","MS","MATO GROSSO DO SUL","JARDIM","CERRADO","0","0","220151.50000000000","112657.42901958","2017"
"31","3135100","SUDESTE","MG","MINAS GERAIS","JANAÚBA","CERRADO","0","0","218131.89999999999","116407.43380431","2017"
"31","3135704","SUDESTE","MG","MINAS GERAIS","JEQUITIBÁ","CERRADO","0","0","44503.00000000000","18806.28898546","2017"
"31","3135605","SUDESTE","MG","MINAS GERAIS","JEQUITAÍ","CERRADO","0","0","126844.30000000000","36996.04344979","2017"
"35","3525409","SUDESTE","SP","SÃO PAULO","JERIQUARA","CERRADO","0","0","14197.10000000000","570.10499509","2017"
"22","2205300","NORDESTE","PI","PIAUÍ","JERUMENHA","CERRADO","0","0","186731.29999999999","3678.92872274","2017"
"52","5212055","CENTRO-OESTE","GO","GOIÁS","JESÚPOLIS","CERRADO","0","0","12247.50000000000","8637.86493979","2017"
"52","5211800","CENTRO-OESTE","GO","GOIÁS","JARAGUÁ","CERRADO","0","0","184955.20000000001","104051.15456847","2017"
"35","3525607","SUDESTE","SP","SÃO PAULO","JOÃO RAMALHO","CERRADO","0","0","41545.20000000000","2050.55875896","2017"
"31","3136405","SUDESTE","MG","MINAS GERAIS","JOAQUIM FELÍCIO","CERRADO","0","0","79093.50000000000","22999.48303737","2017"
"22","2205458","NORDESTE","PI","PIAUÍ","JOCA MARQUES","CERRADO","0","0","16644.20000000000","170.35357712","2017"
"22","2205508","NORDESTE","PI","PIAUÍ","JOSÉ DE FREITAS","CERRADO","0","0","153817.20000000001","2971.13254403","2017"
"31","3136520","SUDESTE","MG","MINAS GERAIS","JOSÉ GONÇALVES DE MINAS","CERRADO","0","0","38133.20000000000","8796.65049206","2017"
"31","3136579","SUDESTE","MG","MINAS GERAIS","JOSENÓPOLIS","CERRADO","0","0","54139.30000000000","6060.62402296","2017"
"52","5212105","CENTRO-OESTE","GO","GOIÁS","JOVIÂNIA","CERRADO","0","0","44548.70000000000","10160.05250701","2017"
"51","5105150","CENTRO-OESTE","MT","MATO GROSSO","JUÍNA","CERRADO","0","0","2618991.89999999991","29.01666729","2017"
"52","5211305","CENTRO-OESTE","GO","GOIÁS","ITARUMÃ","CERRADO","0","0","343362.59999999998","213989.68379342","2017"
"22","2205532","NORDESTE","PI","PIAUÍ","JUREMA","CERRADO","0","0","127188.89999999999","0.00000000","2017"
"31","3136801","SUDESTE","MG","MINAS GERAIS","JURAMENTO","CERRADO","0","0","43163.00000000000","15350.07947479","2017"
"51","5105200","CENTRO-OESTE","MT","MATO GROSSO","JUSCIMEIRA","CERRADO","0","0","229275.79999999999","88174.80346834","2017"
"31","3136959","SUDESTE","MG","MINAS GERAIS","JUVENÍLIA","CERRADO","0","0","106469.20000000000","33880.02513812","2017"
"31","3136306","SUDESTE","MG","MINAS GERAIS","JOÃO PINHEIRO","CERRADO","0","0","1072747.10000000009","306885.78519249","2017"
"52","5211909","CENTRO-OESTE","GO","GOIÁS","JATAÍ","CERRADO","0","0","717422.50000000000","226593.67146086","2017"
"22","2205557","NORDESTE","PI","PIAUÍ","LAGOA ALEGRE","CERRADO","0","0","39466.10000000000","1890.94729318","2017"
"21","2105708","NORDESTE","MA","MARANHÃO","LAGO DA PEDRA","CERRADO","0","0","124044.39999999999","53192.58056622","2017"
"31","3137205","SUDESTE","MG","MINAS GERAIS","LAGOA DA PRATA","CERRADO","0","0","43998.40000000000","16405.00885919","2017"
"31","3137304","SUDESTE","MG","MINAS GERAIS","LAGOA DOS PATOS","CERRADO","0","0","60054.70000000000","23751.79556315","2017"
"31","3137601","SUDESTE","MG","MINAS GERAIS","LAGOA SANTA","CERRADO","0","0","22940.90000000000","8345.12800385","2017"
"50","5004908","CENTRO-OESTE","MS","MATO GROSSO DO SUL","JARAGUARI","CERRADO","0","0","291282.20000000001","172984.58530802","2017"
"52","5212253","CENTRO-OESTE","GO","GOIÁS","LAGOA SANTA","CERRADO","0","0","45886.80000000000","34316.31062468","2017"
"21","2105963","NORDESTE","MA","MARANHÃO","LAGOA GRANDE DO MARANHÃO","CERRADO","0","0","74420.10000000001","42892.86584281","2017"
"52","5212204","CENTRO-OESTE","GO","GOIÁS","JUSSARA","CERRADO","0","0","408536.29999999999","265947.28466668","2017"
"31","3137536","SUDESTE","MG","MINAS GERAIS","LAGOA GRANDE","CERRADO","0","0","123630.10000000001","56849.54340616","2017"
"31","3137106","SUDESTE","MG","MINAS GERAIS","LAGAMAR","CERRADO","0","0","147456.20000000001","63471.40944386","2017"
"52","5212303","CENTRO-OESTE","GO","GOIÁS","LEOPOLDO DE BULHÕES","CERRADO","0","0","47327.50000000000","18108.63542009","2017"
"31","3138104","SUDESTE","MG","MINAS GERAIS","LASSANCE","CERRADO","0","0","320421.70000000001","38540.22195016","2017"
"35","3526803","SUDESTE","SP","SÃO PAULO","LENÇÓIS PAULISTA","CERRADO","0","0","80954.10000000001","1202.43597636","2017"
"31","3138625","SUDESTE","MG","MINAS GERAIS","LIMEIRA DO OESTE","CERRADO","0","0","131903.60000000001","18990.85652924","2017"
"31","3138351","SUDESTE","MG","MINAS GERAIS","LEME DO PRADO","CERRADO","0","0","28003.60000000000","4402.87494602","2017"
"29","2919405","NORDESTE","BA","BAHIA","LICÍNIO DE ALMEIDA","CERRADO","0","0","85662.30000000000","0.00000000","2017"
"31","3137502","SUDESTE","MG","MINAS GERAIS","LAGOA FORMOSA","CERRADO","0","0","84092.00000000000","40840.45090016","2017"
"31","3138658","SUDESTE","MG","MINAS GERAIS","LONTRA","CERRADO","0","0","25887.40000000000","7776.17210300","2017"
"31","3138302","SUDESTE","MG","MINAS GERAIS","LEANDRO FERREIRA","CERRADO","0","0","35200.50000000000","16346.91110965","2017"
"35","3526902","SUDESTE","SP","SÃO PAULO","LIMEIRA","CERRADO","0","0","58071.10000000000","2937.01399796","2017"
"35","3526704","SUDESTE","SP","SÃO PAULO","LEME","CERRADO","0","0","40287.10000000000","170.03184388","2017"
"35","3527504","SUDESTE","SP","SÃO PAULO","LUCIANÓPOLIS","CERRADO","0","0","18953.60000000000","2268.97788344","2017"
"35","3527603","SUDESTE","SP","SÃO PAULO","LUÍS ANTÔNIO","CERRADO","0","0","59825.70000000000","1045.02730077","2017"
"51","5105259","CENTRO-OESTE","MT","MATO GROSSO","LUCAS DO RIO VERDE","CERRADO","0","0","367522.09999999998","10249.58435022","2017"
"22","2205706","NORDESTE","PI","PIAUÍ","LUÍS CORREIA","CERRADO","0","0","107146.50000000000","2798.88417700","2017"
"31","3138682","SUDESTE","MG","MINAS GERAIS","LUISLÂNDIA","CERRADO","0","0","41171.40000000000","16091.73753110","2017"
"35","3527801","SUDESTE","SP","SÃO PAULO","LUPÉRCIO","CERRADO","0","0","15517.10000000000","714.54352430","2017"
"35","3527900","SUDESTE","SP","SÃO PAULO","LUTÉCIA","CERRADO","0","0","47522.60000000000","4347.26318411","2017"
"22","2205805","NORDESTE","PI","PIAUÍ","LUZILÂNDIA","CERRADO","0","0","70434.70000000000","377.74628350","2017"
"35","3528007","SUDESTE","SP","SÃO PAULO","MACATUBA","CERRADO","0","0","22451.40000000000","92.74378448","2017"
"52","5212501","CENTRO-OESTE","GO","GOIÁS","LUZIÂNIA","CERRADO","0","0","396110.00000000000","120786.24521936","2017"
"22","2205854","NORDESTE","PI","PIAUÍ","MADEIRO","CERRADO","0","0","17715.30000000000","815.40442116","2017"
"35","3528304","SUDESTE","SP","SÃO PAULO","MAGDA","CERRADO","0","0","31228.20000000000","2413.62811154","2017"
"52","5212600","CENTRO-OESTE","GO","GOIÁS","MAIRIPOTABA","CERRADO","0","0","46742.80000000000","24750.60598138","2017"
"31","3139250","SUDESTE","MG","MINAS GERAIS","MAMONAS","CERRADO","0","0","28436.50000000000","17677.40001762","2017"
"35","3528601","SUDESTE","SP","SÃO PAULO","MANDURI","CERRADO","0","0","22904.60000000000","515.84785879","2017"
"52","5212709","CENTRO-OESTE","GO","GOIÁS","MAMBAÍ","CERRADO","0","0","84712.89999999999","6267.96032226","2017"
"31","3139300","SUDESTE","MG","MINAS GERAIS","MANGA","CERRADO","0","0","195018.39999999999","30805.91164152","2017"
